user_id,item_id,item_type,difficulty,nb_views,watch_percentage,rating,timestamp
1048,934,1,4,0.0079714125,1.0,10,1538665688
1048,935,1,4,0.010170423,1.0,10,1538665798
453,54,1,3,0.08562397,0.95,10,1538665884
1048,936,1,4,0.010857614,1.0,10,1538665890
1048,937,1,4,0.010170423,1.0,10,1538665981
1048,938,1,4,0.008108851,1.0,10,1538666089
686,54,1,3,0.08562397,0.46,5,1538666100
1048,939,1,4,0.011819681,1.0,10,1538666201
1048,940,1,4,0.0079714125,1.0,10,1538666290
1048,941,1,4,0.0103078615,1.0,10,1538666411
1048,942,1,4,0.014293568,1.0,10,1538666521
1048,943,1,4,0.0064595933,1.0,10,1538666651
1048,944,1,4,0.010582738,1.0,10,1538666801
1048,945,1,4,0.0075590983,1.0,10,1538666880
1048,946,1,4,0.0063221552,1.0,10,1538666947
1048,947,1,4,0.019653656,1.0,10,1538667491
1048,872,1,4,0.009208356,1.0,10,1538667787
1048,884,1,4,0.0076965364,1.0,10,1538667988
1048,883,1,4,0.0064595933,1.0,10,1538668097
1048,873,1,4,0.017179769,1.0,10,1538668198
1048,874,1,4,0.007284222,1.0,10,1538668518
612,717,1,4,0.04741616,1.0,10,1538671811
1066,615,1,2,0.10514019,0.12,2,1538680832
1211,717,1,4,0.04741616,1.0,10,1538690627
1211,237,1,2,0.26346895,1.0,10,1538691081
1211,672,1,4,0.33947223,1.0,10,1538693305
1344,829,1,4,0.021302914,1.0,10,1538730126
838,56,1,4,0.10761407,1.0,10,1538734770
382,213,1,2,0.046041783,0.02,1,1538735418
1185,672,1,4,0.33947223,0.95,10,1538736768
76,237,1,2,0.26346895,0.62,7,1538740277
1185,674,1,4,0.25219902,1.0,10,1538740894
1185,675,1,4,0.12671797,0.61,7,1538741320
1185,676,1,4,0.10032985,0.93,10,1538741417
1185,677,1,4,0.05648708,1.0,10,1538741670
1185,681,1,4,0.049615175,0.67,7,1538742079
1185,682,1,4,0.050164927,1.0,10,1538742245
1185,685,1,4,0.037520617,0.98,10,1538742517
903,674,1,4,0.25219902,1.0,10,1538744556
1185,687,1,4,0.029274326,0.71,8,1538748664
1385,698,1,4,0.1884277,0.45,5,1538751038
1386,616,1,4,0.07985157,0.28,3,1538755413
684,620,1,4,0.03490929,1.0,10,1538756336
684,629,1,4,0.04164376,0.13,2,1538756523
684,621,1,3,0.030098956,1.0,10,1538756557
684,622,1,3,0.031748213,0.3,3,1538756742
684,626,1,4,0.03958219,1.0,10,1538756798
1028,214,1,2,0.23708081,0.05,1,1538756937
684,617,1,4,0.052913688,0.84,9,1538756985
944,63,1,2,1.0,1.0,10,1538757886
466,858,1,2,0.09868059,1.0,10,1538758627
1385,699,1,4,0.13207807,0.49,5,1538762669
970,589,1,2,0.0057724025,1.0,10,1538769425
970,295,1,2,0.023776801,1.0,10,1538771133
1211,252,1,3,0.08301265,0.46,5,1538779325
353,244,1,2,0.027625069,1.0,10,1538793627
353,245,1,2,0.013194063,1.0,10,1538796045
353,249,1,4,0.019103903,1.0,10,1538796269
353,227,1,3,0.023364486,1.0,10,1538796558
757,263,1,2,0.15159428,0.07,1,1538831572
920,615,1,2,0.10514019,1.0,10,1538838266
1310,608,1,4,0.14307311,1.0,10,1538915015
1310,609,1,4,0.17509621,0.45,5,1538915105
773,63,1,2,1.0,1.0,10,1538917734
1392,614,1,2,0.19997251,0.97,10,1538922403
1392,615,1,2,0.10514019,1.0,10,1538922634
1392,616,1,4,0.07985157,1.0,10,1538922848
1392,617,1,4,0.052913688,1.0,10,1538923129
1392,618,1,4,0.062671795,1.0,10,1538923383
1224,928,1,4,0.010857614,1.0,10,1538937590
1224,923,1,4,0.062671795,1.0,10,1538937767
1224,924,1,4,0.015255635,1.0,10,1538937887
1224,925,1,4,0.012919187,1.0,10,1538938027
1224,926,1,4,0.013194063,1.0,10,1538938117
1224,818,1,2,0.0126443105,1.0,10,1538938332
1224,819,1,2,0.0075590983,1.0,10,1538938392
1224,820,1,2,0.0023364485,0.94,10,1538938472
1224,821,1,3,0.004123145,0.44,5,1538938542
1224,526,1,2,0.054013193,1.0,10,1538938721
1310,217,1,4,0.04013194,1.0,10,1538943552
1310,231,1,4,0.043430455,0.97,10,1538943672
1310,252,1,3,0.08301265,0.59,6,1538944173
1310,157,1,3,0.10527763,1.0,10,1538944997
1310,159,1,1,0.070368335,1.0,10,1538945170
1310,160,1,1,0.040956568,1.0,10,1538945415
1310,197,1,1,0.044392522,1.0,10,1538945557
1310,202,1,3,0.028587136,0.55,6,1538945787
1310,206,1,1,0.04686641,1.0,10,1538945877
1310,176,1,4,0.08122595,0.97,10,1538946065
1310,72,1,4,0.032847717,1.0,10,1538946722
1324,872,1,4,0.009208356,1.0,10,1538969083
1324,881,1,4,0.010720176,0.7,7,1538969293
1324,884,1,4,0.0076965364,1.0,10,1538969373
788,698,1,4,0.1884277,0.12,2,1538985941
1393,237,1,2,0.26346895,0.85,9,1538997530
976,212,1,2,0.066520065,0.11,2,1539000584
1343,928,1,4,0.010857614,1.0,10,1539009476
1343,321,1,2,0.011132491,1.0,10,1539009638
1394,616,1,4,0.07985157,0.02,1,1539011506
1395,52,1,2,0.34840572,1.0,10,1539011632
1280,917,1,2,0.09551951,0.95,10,1539013138
1284,866,1,3,0.04411765,1.0,10,1539016881
1284,868,1,2,0.044255085,0.07,1,1539017024
1399,805,1,2,0.001786696,1.0,10,1539065731
1399,299,1,2,0.034496978,1.0,10,1539065959
1399,300,1,3,0.014431006,0.44,5,1539066099
1400,616,1,4,0.07985157,0.24,3,1539078166
1400,615,1,2,0.10514019,0.07,1,1539078245
1400,618,1,4,0.062671795,0.75,8,1539078286
1290,756,1,4,0.03573392,0.85,9,1539078629
1343,947,1,4,0.019653656,0.18,2,1539085957
1237,170,1,2,0.09703133,1.0,10,1539088083
1237,166,1,2,0.045079716,0.09,1,1539094793
1237,171,1,2,0.043980207,0.89,9,1539095144
1237,172,1,3,0.05662452,1.0,10,1539095412
1237,173,1,3,0.10060473,1.0,10,1539095506
1237,175,1,3,0.042468388,1.0,10,1539095927
1237,191,1,4,0.029549202,1.0,10,1539096460
1237,192,1,4,0.025700934,1.0,10,1539096756
1402,52,1,2,0.34840572,1.0,10,1539096788
1404,379,1,2,0.011957119,1.0,10,1539097635
1405,157,1,3,0.10527763,0.01,1,1539099244
1384,615,1,2,0.10514019,0.19,2,1539099872
27,169,1,2,0.03573392,0.16,2,1539100624
855,56,1,4,0.10761407,0.47,5,1539101058
996,63,1,2,1.0,1.0,10,1539101480
930,614,1,2,0.19997251,1.0,10,1539102279
930,615,1,2,0.10514019,1.0,10,1539102781
930,616,1,4,0.07985157,1.0,10,1539103015
930,617,1,4,0.052913688,0.92,10,1539103319
930,618,1,4,0.062671795,1.0,10,1539103653
1384,638,1,4,0.030923584,0.95,10,1539103791
930,619,1,4,0.07325453,1.0,10,1539103905
1384,635,1,4,0.02899945,1.0,10,1539104045
930,622,1,3,0.031748213,1.0,10,1539104145
952,264,1,2,0.07366685,1.0,10,1539104317
930,623,1,3,0.03119846,1.0,10,1539104498
1237,206,1,1,0.04686641,1.0,10,1539104534
930,635,1,4,0.02899945,1.0,10,1539104745
1237,702,1,4,0.036146235,0.82,9,1539104909
930,637,1,4,0.04026938,1.0,10,1539104986
930,638,1,4,0.030923584,0.99,10,1539105314
930,639,1,4,0.042468388,1.0,10,1539105524
930,214,1,2,0.23708081,1.0,10,1539105981
930,222,1,3,0.051814184,0.99,10,1539106173
1406,52,1,2,0.34840572,1.0,10,1539106273
930,225,1,4,0.02680044,0.86,9,1539106363
930,228,1,3,0.02748763,1.0,10,1539106606
930,237,1,2,0.26346895,1.0,10,1539106814
1407,614,1,2,0.19997251,0.92,10,1539166918
1407,616,1,4,0.07985157,0.76,8,1539168158
1285,751,1,3,0.008658604,1.0,10,1539170082
1237,698,1,4,0.1884277,0.89,9,1539178943
1237,700,1,4,0.047553603,1.0,10,1539179158
1237,701,1,4,0.047141287,1.0,10,1539180739
1237,699,1,4,0.13207807,1.0,10,1539181251
140,53,1,2,0.116410114,0.15,2,1539184802
1123,750,1,3,0.015255635,1.0,10,1539184823
1123,735,1,2,0.118884005,1.0,10,1539185157
140,216,1,4,0.04535459,0.31,4,1539185582
1274,1051,1,4,0.018829027,1.0,10,1539186443
936,52,1,2,0.34840572,1.0,10,1539186610
936,53,1,2,0.116410114,0.24,3,1539186835
1409,260,1,3,0.12383178,1.0,10,1539187243
919,52,1,2,0.34840572,0.72,8,1539187572
1409,261,1,3,0.03930731,0.42,5,1539187591
1409,262,1,3,0.055525012,0.89,9,1539187640
1410,237,1,2,0.26346895,0.97,10,1539189477
1410,238,1,4,0.14637163,0.93,10,1539190028
717,55,1,4,0.07517867,0.57,6,1539198720
717,613,1,4,0.038894996,0.49,5,1539198770
717,672,1,4,0.33947223,0.53,6,1539199802
1383,263,1,2,0.15159428,1.0,10,1539206246
57,238,1,4,0.14637163,1.0,10,1539206739
57,978,1,4,0.0032985157,0.06,1,1539207526
1282,157,1,3,0.10527763,1.0,10,1539248308
1289,157,1,3,0.10527763,1.0,10,1539248953
1282,67,1,3,0.19007696,1.0,10,1539256457
1237,194,1,3,0.023776801,0.04,1,1539260865
826,52,1,2,0.34840572,1.0,10,1539265066
826,55,1,4,0.07517867,1.0,10,1539265245
826,56,1,4,0.10761407,1.0,10,1539265393
826,59,1,4,0.044255085,1.0,10,1539265562
946,63,1,2,1.0,1.0,10,1539266826
946,64,1,2,0.4233095,1.0,10,1539266920
946,65,1,2,0.38771302,1.0,10,1539267055
946,66,1,4,0.23941725,1.0,10,1539267260
946,68,1,4,0.128917,1.0,10,1539267434
1357,63,1,2,1.0,1.0,10,1539267561
1357,64,1,2,0.4233095,1.0,10,1539267728
836,156,1,4,0.012231995,1.0,10,1539268160
1284,916,1,3,0.12396921,1.0,10,1539269723
1357,212,1,2,0.066520065,1.0,10,1539273369
1357,979,1,4,0.014293568,0.98,10,1539274076
1418,279,1,2,0.04026938,0.08,1,1539274614
513,968,1,4,0.004672897,0.36,4,1539275683
1418,645,1,2,0.023776801,1.0,10,1539280776
962,263,1,2,0.15159428,1.0,10,1539287989
962,270,1,2,0.04975261,1.0,10,1539288272
962,266,1,2,0.036695987,1.0,10,1539289215
987,261,1,3,0.03930731,1.0,10,1539333471
1030,858,1,2,0.09868059,0.05,1,1539333680
1030,870,1,2,0.06706982,0.43,5,1539333802
1423,70,1,2,0.044255085,0.97,10,1539341143
838,61,1,3,0.06761957,1.0,10,1539355327
1287,978,1,4,0.0032985157,0.12,2,1539359635
1363,858,1,2,0.09868059,0.46,5,1539362207
1424,237,1,2,0.26346895,1.0,10,1539363273
1424,238,1,4,0.14637163,1.0,10,1539363528
879,161,1,3,0.048653107,0.81,9,1539369627
1368,698,1,4,0.1884277,1.0,10,1539389607
863,614,1,2,0.19997251,1.0,10,1539428799
863,615,1,2,0.10514019,1.0,10,1539428996
855,54,1,3,0.08562397,1.0,10,1539429234
863,626,1,4,0.03958219,1.0,10,1539429250
863,616,1,4,0.07985157,1.0,10,1539429524
863,618,1,4,0.062671795,1.0,10,1539429795
863,619,1,4,0.07325453,1.0,10,1539430006
863,627,1,3,0.042880703,1.0,10,1539430217
863,635,1,4,0.02899945,1.0,10,1539430344
863,1067,1,4,0.1275426,1.0,10,1539430554
863,1068,1,4,0.18746564,1.0,10,1539430770
863,1072,1,4,0.02157779,0.81,9,1539430960
1428,672,1,4,0.33947223,0.07,1,1539444061
1428,673,1,4,0.2762507,0.23,3,1539444102
1429,237,1,2,0.26346895,1.0,10,1539453152
1429,238,1,4,0.14637163,1.0,10,1539453498
1412,744,1,4,0.051539306,0.15,2,1539473295
1398,614,1,2,0.19997251,1.0,10,1539511688
1398,615,1,2,0.10514019,1.0,10,1539512008
1398,616,1,4,0.07985157,1.0,10,1539512228
1398,617,1,4,0.052913688,1.0,10,1539512498
1398,618,1,4,0.062671795,1.0,10,1539512717
1101,614,1,2,0.19997251,1.0,10,1539532604
1412,734,1,2,0.09923035,1.0,10,1539557204
1431,923,1,4,0.062671795,1.0,10,1539581374
1431,924,1,4,0.015255635,1.0,10,1539581535
1431,925,1,4,0.012919187,1.0,10,1539581663
1431,926,1,4,0.013194063,1.0,10,1539581773
1432,64,1,2,0.4233095,0.86,9,1539592328
818,237,1,2,0.26346895,1.0,10,1539599414
818,238,1,4,0.14637163,1.0,10,1539599689
818,239,1,4,0.07078065,1.0,10,1539599873
1434,237,1,2,0.26346895,0.62,7,1539599969
818,240,1,4,0.054013193,1.0,10,1539600168
818,241,1,3,0.094145134,1.0,10,1539600384
818,242,1,3,0.07256734,1.0,10,1539600521
818,243,1,4,0.048790544,0.98,10,1539600680
1254,870,1,2,0.06706982,0.21,3,1539602133
1088,70,1,2,0.044255085,0.48,5,1539604458
1088,75,1,3,0.027899945,1.0,10,1539604488
1088,76,1,1,0.020203408,0.77,8,1539604538
1088,105,1,1,0.017317208,0.94,10,1539604578
1435,237,1,2,0.26346895,1.0,10,1539604986
44,52,1,2,0.34840572,1.0,10,1539607516
1196,237,1,2,0.26346895,1.0,10,1539608753
1237,180,1,4,0.03353491,1.0,10,1539612612
1237,182,1,4,0.03119846,1.0,10,1539612809
1237,196,1,1,0.025838373,1.0,10,1539613083
1237,197,1,1,0.044392522,1.0,10,1539613496
1237,198,1,1,0.023914238,0.2,2,1539613927
1237,200,1,1,0.030098956,1.0,10,1539614068
1241,64,1,2,0.4233095,0.31,4,1539614175
843,158,1,1,0.05071468,1.0,10,1539616926
1311,159,1,1,0.070368335,1.0,10,1539621659
207,65,1,2,0.38771302,1.0,10,1539622666
1182,1086,1,4,0.048515666,0.01,1,1539623162
1263,170,1,2,0.09703133,0.02,1,1539623504
596,857,1,2,0.054562945,0.19,2,1539623894
1182,1064,1,4,0.094969764,1.0,10,1539623923
1182,1065,1,4,0.029549202,1.0,10,1539624107
1182,1066,1,4,0.03958219,1.0,10,1539624374
1345,923,1,4,0.062671795,0.43,5,1539624590
1345,928,1,4,0.010857614,0.46,5,1539624670
1182,1067,1,4,0.1275426,1.0,10,1539624684
1345,931,1,4,0.014431006,0.14,2,1539624720
1421,526,1,2,0.054013193,1.0,10,1539626459
505,1081,1,4,0.027625069,0.16,2,1539629696
1421,527,1,2,0.019516218,0.47,5,1539631993
1421,549,1,3,0.008796042,1.0,10,1539632101
1421,550,1,3,0.010995052,1.0,10,1539632321
1421,553,1,3,0.010995052,1.0,10,1539632421
1421,502,1,2,0.011132491,0.72,8,1539632711
1421,579,1,3,0.008521166,1.0,10,1539633401
505,637,1,4,0.04026938,1.0,10,1539641888
505,638,1,4,0.030923584,1.0,10,1539642714
505,639,1,4,0.042468388,1.0,10,1539643100
505,1064,1,4,0.094969764,1.0,10,1539643385
505,1072,1,4,0.02157779,1.0,10,1539643537
1295,63,1,2,1.0,1.0,10,1539682085
1295,64,1,2,0.4233095,0.76,8,1539682172
848,64,1,2,0.4233095,1.0,10,1539683266
848,56,1,4,0.10761407,1.0,10,1539683485
1113,63,1,2,1.0,1.0,10,1539686273
593,931,1,4,0.014431006,1.0,10,1539697222
1182,1068,1,4,0.18746564,1.0,10,1539701260
1440,63,1,2,1.0,1.0,10,1539702242
593,880,1,4,0.0075590983,1.0,10,1539703428
593,873,1,4,0.017179769,1.0,10,1539703915
1182,1069,1,4,0.024326554,1.0,10,1539704008
1182,1070,1,4,0.020478284,0.77,8,1539705131
1443,64,1,2,0.4233095,1.0,10,1539705175
1182,1071,1,4,0.048790544,1.0,10,1539711905
1182,1072,1,4,0.02157779,1.0,10,1539712042
1182,1073,1,4,0.021440351,1.0,10,1539713033
1182,1074,1,4,0.042743266,1.0,10,1539713266
1182,1075,1,4,0.041506324,1.0,10,1539713415
1444,887,1,4,0.08754811,0.8,8,1539714856
297,180,1,4,0.03353491,1.0,10,1539719081
297,188,1,1,0.02597581,1.0,10,1539719264
297,189,1,1,0.035871357,1.0,10,1539719566
297,190,1,4,0.057174273,1.0,10,1539719961
297,605,1,3,0.19035184,1.0,10,1539720351
297,194,1,3,0.023776801,0.9,9,1539720633
297,196,1,1,0.025838373,0.19,2,1539721092
297,208,1,1,0.018554151,1.0,10,1539721301
297,197,1,1,0.044392522,1.0,10,1539721526
297,198,1,1,0.023914238,1.0,10,1539721836
1426,770,1,3,0.0125068715,1.0,10,1539725240
961,821,1,3,0.004123145,0.13,2,1539726131
1412,737,1,2,0.035184167,0.04,1,1539732940
1412,735,1,2,0.118884005,0.03,1,1539732950
1066,252,1,3,0.08301265,0.9,9,1539735317
1030,865,1,3,0.06308411,0.41,5,1539766723
51,63,1,2,1.0,1.0,10,1539768101
51,64,1,2,0.4233095,1.0,10,1539768563
30,734,1,2,0.09923035,0.12,2,1539772154
1447,64,1,2,0.4233095,0.12,2,1539772550
1448,260,1,3,0.12383178,0.23,3,1539773174
1449,263,1,2,0.15159428,1.0,10,1539773560
1344,923,1,4,0.062671795,1.0,10,1539785679
207,52,1,2,0.34840572,1.0,10,1539786952
207,608,1,4,0.14307311,1.0,10,1539787114
207,609,1,4,0.17509621,0.85,9,1539787228
207,717,1,4,0.04741616,0.7,7,1539787428
1158,864,1,3,0.06006047,0.02,1,1539789299
1464,698,1,4,0.1884277,0.24,3,1539792479
1384,619,1,4,0.07325453,0.82,9,1539793160
1384,1064,1,4,0.094969764,0.43,5,1539793271
1357,213,1,2,0.046041783,1.0,10,1539793362
211,709,1,4,0.027075317,0.48,5,1539794081
964,303,1,1,0.010582738,1.0,10,1539797591
964,328,1,4,0.0067344694,1.0,10,1539797646
964,329,1,3,0.009208356,1.0,10,1539797857
964,343,1,1,0.0059098406,0.99,10,1539798099
964,597,1,2,0.0049477736,1.0,10,1539798358
964,600,1,3,0.004123145,0.79,8,1539798550
1455,63,1,2,1.0,1.0,10,1539798695
964,599,1,2,0.004123145,1.0,10,1539798738
1455,64,1,2,0.4233095,1.0,10,1539798765
