user_id,item_id,item_type,difficulty,nb_views,watch_percentage,rating
2525,754,1,3,0.010430964,1.0,10
8558,705,1,4,0.016744442,1.0,10
8559,1872,1,3,0.08303596,1.0,10
4748,1514,1,4,0.04899808,0.27,3
9127,1228,1,4,0.043782596,1.0,10
6260,1444,2,4,0.10321164,1.0,10
4094,37,2,2,0.05970354,1.0,10
3531,690,2,3,0.06766401,1.0,10
1075,64,1,2,0.42410102,1.0,10
2299,609,1,4,0.17622839,0.95,10
10374,2022,1,4,0.004803733,1.0,10
1594,215,1,4,0.089623936,1.0,10
3797,686,1,4,0.03705737,0.31,4
4094,1103,1,4,0.018665934,1.0,10
1179,717,1,4,0.04872358,0.79,8
6986,189,1,1,0.03719462,1.0,10
3799,1328,1,4,0.16415043,1.0,10
3540,1630,1,4,0.36426023,1.0,10
10489,1429,2,4,0.025116662,1.0,10
9557,916,1,3,0.12517156,1.0,10
6661,1114,1,4,0.63313204,0.99,10
3543,1216,1,4,0.047351085,1.0,10
6458,1639,1,4,0.19448256,1.0,10
1924,857,1,2,0.055860553,0.0,1
932,1402,1,4,0.22948119,1.0,10
5023,1759,1,4,0.026900906,0.18,2
6174,1241,1,4,0.029096898,1.0,10
6085,674,1,4,0.25322536,1.0,10
2083,1119,1,4,0.050645072,1.0,10
7214,1431,1,4,0.050645072,1.0,10
5828,233,3,4,0.033214383,0.2,2
4057,33,2,2,0.04309635,1.0,10
9403,1816,1,4,0.029096898,1.0,10
1064,701,1,4,0.04844908,1.0,10
5445,26,2,2,0.10279989,0.87,9
9216,237,1,2,0.26447982,0.78,8
1001,1402,1,4,0.22948119,1.0,10
8850,1209,1,4,0.036371123,1.0,10
4847,1521,1,4,0.0069997255,0.96,10
6307,1681,1,4,0.04886083,1.0,10
2524,981,1,4,0.0050782324,0.78,8
5576,1740,1,3,0.039116114,1.0,10
3544,204,1,3,0.023057919,1.0,10
7513,1317,1,4,0.18034586,1.0,10
8649,63,1,2,1.0,1.0,10
9192,1269,1,4,0.013862202,0.41,5
8826,1090,1,4,0.15248422,1.0,10
4491,1440,1,4,0.25459787,1.0,10
8568,1770,1,2,0.08866319,1.0,10
2503,63,1,2,1.0,1.0,10
7973,1402,1,4,0.22948119,1.0,10
7115,1653,1,4,0.074663736,1.0,10
2170,11,3,4,0.042135604,0.71,8
4696,1678,1,4,0.1571507,1.0,10
4118,1509,1,4,0.03719462,0.94,10
3892,1332,1,4,0.26365632,0.99,10
4383,1166,1,4,0.01427395,0.15,2
2594,1159,1,4,0.020450179,1.0,10
10233,916,1,3,0.12517156,0.98,10
3387,237,1,2,0.26447982,0.62,7
10454,637,1,4,0.041586604,1.0,10
913,59,1,4,0.045566842,1.0,10
5906,1120,1,4,0.03925336,1.0,10
2517,1650,1,4,0.10376064,0.89,9
6686,446,2,4,0.07082075,1.0,10
4985,613,1,4,0.04021411,0.99,10
8539,1736,1,1,0.03705737,1.0,10
6371,1203,1,4,0.050233323,0.67,7
4015,1114,1,4,0.63313204,0.99,10
6704,732,3,4,0.025116662,0.43,5
8424,1738,1,4,0.09250618,1.0,10
11,620,1,4,0.036233872,1.0,10
6004,448,2,2,0.041174855,0.07,1
7447,1486,3,4,0.03362613,0.34,4
4118,1062,2,4,0.11377985,0.12,2
9345,1317,1,4,0.18034586,0.88,9
4149,1226,1,4,0.026077408,0.56,6
3068,64,1,2,0.42410102,0.0,1
9165,1942,1,2,0.124485314,1.0,10
3542,79,1,2,0.022097172,1.0,10
4926,1080,1,4,0.04584134,1.0,10
4812,1625,1,4,0.09648641,0.66,7
9280,1063,2,4,0.10225089,1.0,10
9176,1630,1,4,0.36426023,0.72,8
4684,1632,1,4,0.09456492,1.0,10
2525,1094,1,4,0.035684876,1.0,10
386,64,1,2,0.42410102,1.0,10
3122,932,1,4,0.013450453,1.0,10
3730,924,1,4,0.016607191,1.0,10
7943,1243,1,4,0.04899808,0.38,4
7436,1506,1,1,0.053801812,0.99,10
1171,172,1,3,0.057919297,0.99,10
2839,1185,1,4,0.07027175,1.0,10
7561,1905,1,4,0.03143014,1.0,10
6059,235,3,4,0.06231128,1.0,10
8494,32,2,2,0.088114195,0.93,10
6131,1591,1,4,0.027449904,0.96,10
4831,22,3,4,0.09127093,1.0,10
7463,1887,1,4,0.37688717,1.0,10
8550,1861,1,2,0.036371123,1.0,10
3874,1369,1,4,0.02566566,1.0,10
4456,860,1,2,0.037743617,1.0,10
1856,63,1,2,1.0,1.0,10
10282,679,1,4,0.07658523,1.0,10
140,1110,1,4,0.020999176,0.56,6
993,1333,1,4,0.03801812,1.0,10
6712,1657,1,4,0.037880868,1.0,10
913,734,1,2,0.100466646,1.0,10
3543,1248,1,4,0.026763657,1.0,10
7962,1334,1,4,0.09730991,0.99,10
6173,1224,1,4,0.022371672,1.0,10
2413,52,1,2,0.34930003,1.0,10
2071,712,2,4,0.15289597,1.0,10
4010,3,3,2,0.027861653,1.0,10
8088,860,1,2,0.037743617,1.0,10
9625,865,1,3,0.06437002,1.0,10
1764,631,1,3,0.026351908,1.0,10
8559,1655,1,4,0.03170464,1.0,10
8570,260,1,3,0.12503432,0.12,2
3221,1915,1,3,0.45059016,1.0,10
8236,1246,1,4,0.020999176,0.49,5
3544,77,1,2,0.021959923,0.24,3
6296,1601,1,4,0.0075487234,0.89,9
9026,1177,1,4,0.061625034,1.0,10
7833,849,2,4,0.03499863,1.0,10
4030,860,1,2,0.037743617,1.0,10
4013,1632,1,4,0.09456492,1.0,10
4500,63,1,2,1.0,1.0,10
2499,8,3,4,0.04021411,0.04,1
4094,1727,1,4,0.009058468,1.0,10
7842,1103,1,4,0.018665934,0.99,10
9880,1904,1,4,0.07493824,1.0,10
711,616,1,4,0.08111446,1.0,10
560,157,1,3,0.106505625,0.16,2
5862,133,1,3,0.03431238,1.0,10
8363,1630,1,4,0.36426023,1.0,10
7866,1927,1,4,0.0115289595,1.0,10
2380,1632,1,4,0.09456492,1.0,10
9625,1846,1,2,0.044057097,1.0,10
9416,1679,1,4,0.19256108,1.0,10
4985,1404,1,4,0.06464452,0.91,10
5661,1192,1,4,0.055723306,1.0,10
8958,615,1,2,0.10636838,1.0,10
8336,1639,1,4,0.19448256,0.92,10
4323,1119,1,4,0.050645072,1.0,10
4985,853,2,4,0.04584134,1.0,10
10479,672,1,4,0.34037882,1.0,10
248,1114,1,4,0.63313204,0.99,10
5421,26,2,2,0.10279989,0.45,5
55,1438,1,4,0.10101565,1.0,10
3874,145,1,4,0.011940708,1.0,10
2228,1450,1,4,0.014822948,0.2,2
9625,1229,1,4,0.05366456,1.0,10
1604,213,1,2,0.047351085,0.85,9
4109,1090,1,4,0.15248422,1.0,10
9726,1845,1,3,0.023469668,1.0,10
2292,1641,1,4,0.3029097,0.54,6
8535,706,1,4,0.018116936,1.0,10
299,1207,1,4,0.03184189,0.9,9
8467,1845,1,3,0.023469668,1.0,10
3993,780,1,4,0.021959923,1.0,10
7716,1970,2,4,0.053390063,0.91,10
20,718,1,4,0.093329675,0.99,10
7830,1856,1,2,0.050782323,0.16,2
3266,1739,1,3,0.0424101,1.0,10
942,1090,1,4,0.15248422,1.0,10
9870,1440,1,4,0.25459787,1.0,10
5286,1438,1,4,0.10101565,1.0,10
2757,1334,1,4,0.09730991,0.99,10
4057,1738,1,4,0.09250618,0.09,1
6506,1166,1,4,0.01427395,0.88,9
1043,303,1,1,0.011940708,1.0,10
4859,310,1,3,0.011254461,1.0,10
457,237,1,2,0.26447982,1.0,10
1975,1440,1,4,0.25459787,0.71,8
4812,1643,1,4,0.10623113,1.0,10
8029,20,3,4,0.045566842,1.0,10
8467,1862,1,3,0.036508374,1.0,10
4030,1399,1,4,0.14095525,1.0,10
4272,1399,1,4,0.14095525,1.0,10
10197,1885,1,4,0.13875927,1.0,10
6452,23,3,4,0.05119407,0.02,1
1025,48,2,2,0.055860553,0.42,5
1066,709,1,4,0.02841065,1.0,10
504,55,1,4,0.076447986,0.38,4
9043,1048,3,4,0.081388965,0.85,9
8092,1889,2,4,0.044606093,0.31,4
4698,210,1,4,0.027724404,1.0,10
7866,186,1,3,0.02813615,1.0,10
8545,1732,1,1,0.1593467,0.99,10
8363,1487,1,4,0.06299753,1.0,10
3879,1402,1,4,0.22948119,1.0,10
8879,486,2,4,0.27230304,1.0,10
3461,63,1,2,1.0,1.0,10
5773,923,1,4,0.06395828,1.0,10
2312,608,1,4,0.14424925,1.0,10
3982,31,2,2,0.17965962,0.94,10
7436,45,2,2,0.099368654,0.25,3
6385,953,2,4,0.3026352,0.74,8
5557,237,1,2,0.26447982,1.0,10
9952,673,1,4,0.27724403,1.0,10
10148,1566,1,4,0.06258578,0.84,9
9161,1625,1,4,0.09648641,1.0,10
7022,1428,1,3,0.01701894,1.0,10
744,1414,1,2,0.050370574,1.0,10
3543,1273,1,4,0.015646445,1.0,10
1943,687,1,4,0.030606642,0.11,2
3722,1155,1,4,0.022371672,1.0,10
939,672,1,4,0.34037882,1.0,10
9596,1146,1,4,0.021410925,1.0,10
2611,672,1,4,0.34037882,1.0,10
20,212,1,2,0.06780126,0.08,1
3930,1442,1,4,0.07631073,1.0,10
8306,1865,1,2,0.02292067,1.0,10
7148,1355,1,4,0.016607191,0.62,7
10233,1843,1,2,0.144661,1.0,10
1191,1216,1,4,0.047351085,1.0,10
10522,605,1,3,0.19146308,1.0,10
2990,638,1,4,0.032253638,0.3,3
1219,673,1,4,0.27724403,1.0,10
4859,306,1,2,0.011117212,1.0,10
3666,1200,1,4,0.095662914,1.0,10
8466,858,1,2,0.09991765,1.0,10
3983,1235,1,4,0.02580291,1.0,10
6294,674,1,4,0.25322536,1.0,10
8441,172,1,3,0.057919297,0.99,10
3930,198,1,1,0.025253912,1.0,10
8165,1758,1,4,0.04227285,1.0,10
4055,63,1,2,1.0,1.0,10
4747,629,1,4,0.0429591,1.0,10
4552,1509,1,4,0.03719462,1.0,10
4092,67,1,3,0.19118857,1.0,10
7962,1198,1,4,0.039116114,1.0,10
4285,63,1,2,1.0,0.49,5
2779,1154,1,4,0.024979413,1.0,10
5248,1402,1,4,0.22948119,1.0,10
8545,1939,1,4,0.010842712,1.0,10
5913,179,1,1,0.053252812,1.0,10
7842,1090,1,4,0.15248422,1.0,10
5185,12,3,4,0.04625309,0.43,5
3542,1177,1,4,0.061625034,1.0,10
9749,1551,1,4,0.010979962,1.0,10
6165,756,1,4,0.03705737,1.0,10
7568,0,3,2,0.096349165,0.16,2
687,1793,1,4,0.050096076,1.0,10
3541,185,1,4,0.021959923,1.0,10
4927,1124,1,4,0.082898706,0.99,10
7436,1127,1,4,0.080290966,0.32,4
9471,238,1,4,0.14754324,0.05,1
4118,222,1,3,0.053115565,0.35,4
4106,52,1,2,0.34930003,1.0,10
3542,1135,1,4,0.018803185,1.0,10
9443,1089,1,4,0.35437825,1.0,10
8880,1438,1,4,0.10101565,1.0,10
2656,63,1,2,1.0,1.0,10
4344,1512,3,4,0.01962668,0.38,4
5975,1639,1,4,0.19448256,1.0,10
6561,1440,1,4,0.25459787,1.0,10
6063,1182,1,4,0.04597859,1.0,10
141,1139,1,4,0.023744168,0.99,10
721,614,1,2,0.20107055,0.98,10
4594,1337,1,4,0.04021411,0.99,10
2322,1639,1,4,0.19448256,0.98,10
8539,870,1,2,0.06835026,1.0,10
2879,61,1,3,0.06889926,1.0,10
10059,1078,1,4,0.021822674,1.0,10
6555,1070,1,4,0.021822674,1.0,10
10285,1377,1,4,0.047213834,0.16,2
3874,231,1,4,0.044743344,0.76,8
6752,1084,1,4,0.09772166,0.45,5
6824,163,1,2,0.04886083,0.43,5
10189,1523,1,4,0.014548449,1.0,10
8187,20,3,4,0.045566842,1.0,10
8232,1402,1,4,0.22948119,0.95,10
4774,1183,1,4,0.037880868,1.0,10
4484,238,1,4,0.14754324,1.0,10
8420,57,1,4,0.044057097,1.0,10
2273,610,1,4,0.03417513,0.96,10
10525,2082,1,4,0.0056272303,0.78,8
10147,64,1,2,0.42410102,1.0,10
3557,1684,1,4,0.06821301,1.0,10
5874,1943,1,3,0.085094705,1.0,10
9745,2024,1,4,0.020724677,0.36,4
6865,1190,1,4,0.04364535,1.0,10
4598,1692,1,4,0.021822674,1.0,10
6589,742,1,4,0.022234423,0.35,4
608,1064,1,4,0.09621191,1.0,10
9925,1114,1,4,0.63313204,0.99,10
3576,84,1,2,0.022508921,1.0,10
9978,1095,1,4,0.03156739,1.0,10
4992,1487,1,4,0.06299753,1.0,10
7856,1578,1,4,0.018940434,0.97,10
5032,162,1,3,0.030881142,1.0,10
9026,1092,1,4,0.03486138,1.0,10
9606,1492,1,4,0.01729344,1.0,10
3990,619,1,4,0.07452649,1.0,10
4009,1332,1,4,0.26365632,0.14,2
4017,713,2,4,0.3004392,0.95,10
10402,690,2,3,0.06766401,0.91,10
298,1048,3,4,0.081388965,0.2,2
3949,56,1,4,0.10883887,1.0,10
7913,1651,1,4,0.075761735,0.29,3
2798,1064,1,4,0.09621191,1.0,10
2695,259,1,3,0.20258029,1.0,10
75,38,2,2,0.03705737,0.08,1
10306,1832,1,1,0.026351908,0.29,3
5906,693,2,4,0.049547076,0.78,8
7179,524,2,4,0.22934395,1.0,10
765,638,1,4,0.032253638,1.0,10
7876,189,1,1,0.03719462,1.0,10
6451,1919,1,4,0.011803458,1.0,10
4031,1569,1,4,0.13670053,0.99,10
4985,1491,1,4,0.0115289595,0.98,10
3541,1194,1,4,0.029371398,1.0,10
6063,1210,1,4,0.030606642,1.0,10
140,1327,3,4,0.038841613,0.91,10
8072,1970,2,4,0.053390063,1.0,10
4055,43,2,2,0.05160582,0.1,1
1173,887,1,4,0.08880044,1.0,10
3104,887,1,4,0.08880044,0.07,1
4747,622,1,3,0.033077136,0.92,10
2859,1495,1,4,0.018391436,1.0,10
8552,1330,1,4,0.22536372,1.0,10
10559,1915,1,3,0.45059016,0.82,9
5645,1623,1,4,0.19722755,1.0,10
4834,1687,1,4,0.0426846,0.99,10
3539,178,1,1,0.03458688,1.0,10
8701,234,3,4,0.019763932,0.98,10
1006,1970,2,4,0.053390063,1.0,10
8,1189,1,4,0.0424101,1.0,10
298,1641,1,4,0.3029097,1.0,10
5906,1623,1,4,0.19722755,1.0,10
7957,1656,1,4,0.030057644,1.0,10
2257,698,1,4,0.1895416,1.0,10
8302,757,1,4,0.019352183,1.0,10
9262,1775,1,1,0.010979962,1.0,10
4379,628,1,3,0.026489157,1.0,10
6704,1250,1,4,0.027861653,1.0,10
9161,199,1,1,0.021410925,1.0,10
1873,352,1,3,0.003431238,1.0,10
6982,1818,1,3,0.079467475,1.0,10
8535,1255,1,4,0.022371672,1.0,10
1098,1431,1,4,0.050645072,1.0,10
2859,259,1,3,0.20258029,1.0,10
9934,63,1,2,1.0,1.0,10
2973,1633,1,4,0.1014274,1.0,10
1231,227,1,3,0.024704913,0.89,9
248,1365,3,4,0.007960472,0.87,9
3788,683,1,4,0.04597859,0.49,5
7950,23,3,4,0.05119407,1.0,10
9902,689,2,4,0.24512765,1.0,10
5995,468,2,2,0.015646445,0.87,9
7943,1119,1,4,0.050645072,1.0,10
1110,1047,2,4,0.08001647,1.0,10
3181,65,1,2,0.38855338,0.49,5
48,1216,1,4,0.047351085,1.0,10
2884,1211,1,4,0.02566566,1.0,10
6706,1740,1,3,0.039116114,0.98,10
7973,1355,1,4,0.016607191,0.95,10
7305,1327,3,4,0.038841613,0.35,4
10425,1475,1,4,0.010568213,0.77,8
3576,782,1,4,0.018940434,1.0,10
50,1374,1,4,0.023195168,1.0,10
7866,1220,1,4,0.029096898,1.0,10
9443,40,2,2,0.07919297,0.88,9
8306,1418,1,3,0.023469668,1.0,10
4055,1156,1,4,0.04886083,1.0,10
4852,1145,1,4,0.027175404,0.06,1
4055,1627,1,4,0.13258304,1.0,10
8571,1756,1,4,0.046115838,1.0,10
6974,63,1,2,1.0,1.0,10
7684,1516,1,4,0.023057919,1.0,10
6826,1064,1,4,0.09621191,0.48,5
4105,233,3,4,0.033214383,1.0,10
10403,1116,1,4,0.08042822,0.75,8
1576,1278,1,4,0.0060389787,1.0,10
9144,238,1,4,0.14754324,1.0,10
4118,1125,1,4,0.18048312,1.0,10
402,1684,1,4,0.06821301,1.0,10
3250,902,1,4,0.0076859733,0.42,5
740,1410,2,4,0.06258578,0.72,8
4316,1067,1,4,0.12874004,1.0,10
913,1178,1,4,0.04542959,1.0,10
4352,1402,1,4,0.22948119,1.0,10
9327,64,1,2,0.42410102,1.0,10
1000,1332,1,4,0.26365632,0.98,10
3874,1591,1,4,0.027449904,1.0,10
4379,621,1,3,0.03143014,1.0,10
8467,1328,1,4,0.16415043,1.0,10
2226,246,1,2,0.013175954,1.0,10
2008,734,1,2,0.100466646,1.0,10
6809,1131,1,4,0.06478177,0.99,10
3815,22,3,4,0.09127093,0.03,1
7314,917,1,2,0.096760914,1.0,10
9042,1641,1,4,0.3029097,0.34,4
6555,36,2,2,0.025391161,1.0,10
7962,1871,1,1,0.03403788,1.0,10
727,674,1,4,0.25322536,1.0,10
9539,1968,1,4,0.047213834,1.0,10
3278,238,1,4,0.14754324,1.0,10
4081,9,3,4,0.03458688,1.0,10
562,1687,1,4,0.0426846,1.0,10
3157,1667,1,4,0.10568213,0.93,10
3576,627,1,3,0.044194344,1.0,10
8258,875,1,4,0.011803458,1.0,10
1191,1335,1,4,0.10925062,1.0,10
5306,1754,1,4,0.03980236,1.0,10
4062,20,3,4,0.045566842,0.13,2
5435,26,2,2,0.10279989,0.92,10
10172,55,1,4,0.076447986,1.0,10
8566,1872,1,3,0.08303596,1.0,10
1248,219,1,4,0.036371123,1.0,10
8564,1681,1,4,0.04886083,1.0,10
7459,1402,1,4,0.22948119,0.81,9
7954,1090,1,4,0.15248422,1.0,10
9859,1114,1,4,0.63313204,0.99,10
9566,686,1,4,0.03705737,0.07,1
6006,237,1,2,0.26447982,1.0,10
10024,259,1,3,0.20258029,1.0,10
2798,1228,1,4,0.043782596,1.0,10
9687,63,1,2,1.0,1.0,10
7727,63,1,2,1.0,0.61,7
6555,1878,1,4,0.10801537,1.0,10
8466,87,1,2,0.023057919,0.77,8
7907,65,1,2,0.38855338,1.0,10
48,262,1,3,0.0568213,1.0,10
1664,64,1,2,0.42410102,0.08,1
4985,61,1,3,0.06889926,1.0,10
8086,1117,1,4,0.14095525,0.99,10
4067,910,1,4,0.010979962,1.0,10
9510,1962,1,4,0.026077408,1.0,10
5773,526,1,2,0.055311557,1.0,10
10216,1633,1,4,0.1014274,0.19,2
2757,1112,1,4,0.109799616,1.0,10
2707,238,1,4,0.14754324,1.0,10
4973,240,1,4,0.055311557,1.0,10
418,1655,1,4,0.03170464,1.0,10
6793,1965,1,4,0.13011254,1.0,10
4042,1506,1,1,0.053801812,0.99,10
5777,1124,1,4,0.082898706,0.99,10
4617,1971,2,4,0.019077683,1.0,10
7958,1207,1,4,0.03184189,1.0,10
7405,1330,1,4,0.22536372,1.0,10
9127,1217,1,4,0.04790008,1.0,10
10091,615,1,2,0.10636838,1.0,10
4088,223,1,4,0.038978864,1.0,10
3982,47,2,2,0.45127642,1.0,10
1346,1326,1,4,0.006587977,1.0,10
3120,1402,1,4,0.22948119,1.0,10
2830,238,1,4,0.14754324,1.0,10
4118,227,1,3,0.024704913,0.15,2
4055,197,1,1,0.04570409,1.0,10
8884,1876,3,4,0.019763932,0.61,7
6872,1403,3,4,0.114740595,0.97,10
9806,1844,1,2,0.048174582,1.0,10
8556,1932,1,4,0.011117212,1.0,10
433,630,1,3,0.027724404,1.0,10
4052,1694,1,4,0.053801812,1.0,10
6752,124,1,3,0.020450179,0.42,5
3138,1567,1,4,0.03390063,1.0,10
4202,1796,1,4,0.028273402,1.0,10
10364,1119,1,4,0.050645072,1.0,10
9734,1963,1,4,0.03444963,0.83,9
8455,1566,1,4,0.06258578,0.07,1
4981,1072,1,4,0.02292067,1.0,10
1838,1121,1,4,0.20861927,1.0,10
9736,1839,1,4,0.029920395,1.0,10
9463,1631,1,4,0.15591545,1.0,10
1700,260,1,3,0.12503432,0.61,7
8861,1544,1,4,0.0050782324,1.0,10
824,1793,1,4,0.050096076,1.0,10
7943,64,1,2,0.42410102,1.0,10
6555,160,1,1,0.04227285,1.0,10
8217,22,3,4,0.09127093,1.0,10
5082,1603,1,4,0.0053527313,1.0,10
3578,673,1,4,0.27724403,1.0,10
1758,738,1,4,0.03925336,1.0,10
4992,1684,1,4,0.06821301,1.0,10
5325,1624,1,4,0.032116387,0.08,1
8961,1088,3,4,0.041312106,0.48,5
5475,1732,1,1,0.1593467,0.99,10
7953,32,2,2,0.088114195,1.0,10
2829,1174,1,4,0.0069997255,1.0,10
9772,1734,1,1,0.089349434,0.99,10
4309,615,1,2,0.10636838,0.12,2
3986,1094,1,4,0.035684876,1.0,10
807,67,1,3,0.19118857,1.0,10
8473,1680,1,4,0.16044469,1.0,10
6173,1198,1,4,0.039116114,0.94,10
7839,1212,1,4,0.026351908,1.0,10
6246,1678,1,4,0.1571507,1.0,10
4657,1630,1,4,0.36426023,1.0,10
5823,1887,1,4,0.37688717,1.0,10
4910,279,1,2,0.041586604,0.11,2
8563,866,1,3,0.04542959,1.0,10
5281,675,1,4,0.12791656,1.0,10
7544,1413,1,2,0.09291793,1.0,10
10329,1325,1,4,0.007411474,1.0,10
1633,130,1,4,0.04844908,1.0,10
2008,755,1,4,0.027587153,0.31,4
3545,1262,1,4,0.018116936,1.0,10
8029,1734,1,1,0.089349434,1.0,10
25,1332,1,4,0.26365632,0.99,10
2879,1095,1,4,0.03156739,1.0,10
7910,3,3,2,0.027861653,1.0,10
9989,2020,1,4,0.006587977,0.03,1
140,1659,1,4,0.02031293,0.2,2
3982,201,1,1,0.014822948,0.93,10
6010,713,2,4,0.3004392,1.0,10
7842,1832,1,1,0.026351908,1.0,10
4926,1073,1,4,0.022783421,1.0,10
8434,1328,1,4,0.16415043,1.0,10
8783,1117,1,4,0.14095525,0.99,10
4040,863,1,3,0.050096076,1.0,10
9192,1360,3,4,0.06629152,0.96,10
1102,64,1,2,0.42410102,0.0,1
229,767,1,3,0.043782596,1.0,10
7637,1512,3,4,0.01962668,1.0,10
4985,1672,1,4,0.032116387,1.0,10
8,1367,1,4,0.025253912,1.0,10
8349,263,1,2,0.15275872,1.0,10
3719,1399,1,4,0.14095525,0.22,3
9125,193,1,3,0.030743893,1.0,10
5874,1941,3,4,0.008372221,0.13,2
67,1652,1,4,0.05119407,1.0,10
4103,1119,1,4,0.050645072,1.0,10
6109,158,1,1,0.05201757,1.0,10
4067,1369,1,4,0.02566566,1.0,10
7392,1844,1,2,0.048174582,1.0,10
1781,259,1,3,0.20258029,1.0,10
2944,875,1,4,0.011803458,0.49,5
6388,1504,3,4,0.05188032,0.99,10
8424,1094,1,4,0.035684876,1.0,10
7896,672,1,4,0.34037882,1.0,10
7855,5,3,4,0.049958825,0.02,1
4970,645,1,2,0.025116662,1.0,10
4006,1627,1,4,0.13258304,1.0,10
2052,647,1,2,0.022508921,0.19,2
7056,70,1,2,0.045566842,1.0,10
1842,1183,1,4,0.037880868,1.0,10
6785,1064,1,4,0.09621191,1.0,10
4067,136,1,1,0.021548174,1.0,10
2862,583,1,2,0.009195718,0.32,4
3293,63,1,2,1.0,0.23,3
6170,1739,1,3,0.0424101,1.0,10
3028,64,1,2,0.42410102,1.0,10
9332,1733,1,1,0.060938787,1.0,10
1758,615,1,2,0.10636838,1.0,10
6228,1738,1,4,0.09250618,0.81,9
9981,621,1,3,0.03143014,1.0,10
4287,618,1,4,0.06395828,0.04,1
7583,1414,1,2,0.050370574,1.0,10
9983,210,1,4,0.027724404,0.96,10
10427,1109,1,4,0.026489157,1.0,10
5932,1670,1,4,0.028685149,1.0,10
8982,713,2,4,0.3004392,1.0,10
10042,1845,1,3,0.023469668,1.0,10
4562,64,1,2,0.42410102,0.46,5
5210,1887,1,4,0.37688717,0.72,8
5032,26,2,2,0.10279989,1.0,10
5061,1755,1,4,0.057370298,1.0,10
963,1317,1,4,0.18034586,1.0,10
8517,1884,3,4,0.082075216,0.93,10
8465,82,1,2,0.03993961,0.1,1
8577,1331,1,4,0.14987648,1.0,10
3898,1201,1,4,0.03115564,0.99,10
3898,754,1,3,0.010430964,1.0,10
5187,63,1,2,1.0,1.0,10
3504,26,2,2,0.10279989,0.84,9
2798,1106,1,4,0.031018391,1.0,10
4456,66,1,4,0.24046116,0.99,10
4813,637,1,4,0.041586604,1.0,10
7386,104,1,1,0.016744442,0.81,9
3257,238,1,4,0.14754324,1.0,10
3432,1487,1,4,0.06299753,1.0,10
3222,1360,3,4,0.06629152,0.99,10
4049,1667,1,4,0.10568213,0.04,1
7842,1679,1,4,0.19256108,0.99,10
3066,1946,1,2,0.124485314,0.99,10
7118,1917,1,4,0.04844908,1.0,10
6053,1074,1,4,0.044057097,1.0,10
3031,237,1,2,0.26447982,0.71,8
1832,953,2,4,0.3026352,1.0,10
9008,1071,1,4,0.050096076,1.0,10
8572,65,1,2,0.38855338,1.0,10
648,714,2,4,0.046939336,0.35,4
8910,63,1,2,1.0,1.0,10
4031,1736,1,1,0.03705737,1.0,10
7799,46,2,2,0.09429042,1.0,10
2656,1971,2,4,0.019077683,1.0,10
9290,1141,1,4,0.027312655,1.0,10
10308,238,1,4,0.14754324,1.0,10
8694,1972,2,4,0.036096625,1.0,10
7787,215,1,4,0.089623936,1.0,10
