user_id,item_id,Title,Semester,Class,App,Lockdown,Ease, Age,Married,rating
120,21,10,2,3,0.0,2,0.75,3,0.0,1
114,20,12,2,1,1.0,3,1.0,5,1.0,4
100,13,34,2,2,1.0,3,1.0,3,0.0,5
448,28,39,1,1,0.25,3,0.25,3,0.0,2
274,58,1,2,3,1.0,3,1.0,2,0.0,3
112,64,32,1,3,0.75,2,0.75,5,1.0,4
5,4,41,1,2,0.75,2,1.0,2,0.0,5
227,12,56,1,2,0.5,2,0.25,2,0.0,2
182,36,64,2,3,0.5,2,0.25,5,0.0,2
286,31,9,1,3,1.0,3,0.75,3,0.0,4
272,29,37,2,1,1.0,3,0.5,2,0.0,4
191,59,69,2,1,0.75,3,0.5,2,0.0,4
158,63,45,2,3,0.75,3,0.75,3,1.0,4
342,0,17,1,2,1.0,3,0.75,2,0.0,5
376,56,18,2,1,0.25,3,0.5,3,0.0,5
216,39,14,1,1,0.5,3,0.5,2,0.0,1
124,26,26,1,3,1.0,3,0.75,3,1.0,5
282,68,2,2,1,0.75,3,0.5,2,0.0,4
102,23,62,1,3,0.5,3,0.75,3,0.0,3
27,55,29,1,1,0.75,3,0.75,3,0.0,3
325,49,21,2,3,0.25,3,0.25,2,0.0,2
44,29,37,1,1,1.0,3,1.0,2,0.0,5
81,23,62,1,1,0.75,3,0.5,2,0.0,3
131,56,18,2,3,0.25,3,0.25,2,0.0,3
267,61,25,1,3,0.75,1,0.5,2,0.0,4
104,43,28,2,3,0.25,2,0.5,3,1.0,2
228,22,33,2,1,1.0,3,0.75,5,1.0,5
369,18,53,1,2,0.75,2,0.5,2,0.0,5
411,27,49,1,1,0.75,3,0.5,1,0.0,4
315,62,63,1,1,1.0,3,1.0,3,0.0,5
200,7,24,2,2,1.0,3,0.5,3,0.0,5
450,41,7,1,1,0.75,3,0.75,2,0.0,4
49,20,12,2,3,0.5,2,0.75,3,0.0,4
23,40,3,2,3,0.25,2,0.5,3,1.0,2
66,13,34,1,2,0.25,2,0.25,2,0.0,1
238,24,46,1,1,0.25,3,0.25,3,0.0,5
55,31,9,2,3,0.75,3,1.0,2,0.0,5
151,23,62,2,1,0.25,3,0.5,1,0.0,2
386,21,10,2,1,0.75,3,0.75,2,0.0,4
312,52,6,2,3,0.25,3,0.25,2,0.0,2
200,57,67,1,1,1.0,3,0.75,3,0.0,5
93,25,36,1,1,0.75,3,0.5,3,1.0,4
51,51,15,1,3,0.75,1,0.75,2,0.0,2
160,40,3,1,1,0.75,3,0.75,3,1.0,5
308,2,23,1,2,0.25,2,0.25,2,0.0,2
133,60,66,1,1,0.75,3,0.5,2,0.0,4
230,30,20,2,1,0.5,3,0.5,3,0.0,2
441,68,2,1,1,0.75,3,0.25,1,1.0,4
184,55,29,1,1,1.0,3,1.0,3,0.0,5
320,13,34,1,2,0.5,2,0.25,3,0.0,1
275,5,5,1,2,0.0,3,0.0,2,0.0,1
401,8,44,1,2,0.75,2,0.5,2,0.0,5
219,38,57,2,3,0.0,3,0.0,2,0.0,1
418,31,9,1,3,0.75,3,0.75,3,0.0,4
288,69,65,1,1,1.0,3,0.75,3,0.0,5
28,60,66,1,1,0.75,3,0.75,2,0.0,5
198,21,10,1,1,0.25,3,0.25,2,0.0,3
78,59,69,2,1,0.5,3,0.25,1,1.0,4
393,18,53,1,2,0.0,3,0.0,2,0.0,1
345,68,2,2,1,1.0,3,1.0,2,0.0,5
3,33,50,2,1,0.25,3,0.0,3,1.0,1
248,29,37,1,1,1.0,3,0.75,2,0.0,4
155,31,9,1,1,1.0,3,0.75,3,1.0,5
444,32,16,2,3,0.5,2,0.5,3,0.0,4
12,24,46,1,1,0.75,3,0.75,3,0.0,5
21,35,60,2,1,1.0,3,0.75,3,0.0,5
316,37,27,2,1,0.25,3,0.5,3,0.0,2
182,32,16,2,3,0.75,2,0.5,5,0.0,5
59,51,15,2,3,0.5,3,0.5,3,0.0,2
163,29,37,1,3,0.25,3,0.25,2,0.0,2
93,69,65,2,3,0.75,3,0.0,3,1.0,1
74,61,25,1,1,0.25,3,0.5,2,0.0,2
235,61,25,1,1,0.25,1,1.0,2,0.0,1
151,25,36,2,1,0.5,3,0.5,1,0.0,5
450,33,50,1,1,0.25,3,0.5,2,0.0,1
195,21,10,1,1,0.25,3,0.25,3,0.0,2
76,29,37,2,1,1.0,3,0.75,2,0.0,4
145,46,35,1,3,0.5,3,0.75,2,0.0,3
273,53,19,2,3,1.0,2,0.75,3,0.0,5
250,22,33,1,3,1.0,3,0.75,3,0.0,4
342,28,39,1,1,0.25,3,0.25,2,0.0,2
192,29,37,1,1,1.0,3,1.0,3,0.0,5
444,49,21,2,3,0.75,2,0.5,3,0.0,3
257,23,62,2,3,0.75,3,0.75,3,0.0,2
185,5,5,1,2,0.75,2,1.0,2,0.0,5
423,9,59,1,2,0.25,3,0.25,3,1.0,1
94,34,42,1,1,0.25,3,0.25,3,0.0,2
167,61,25,1,3,1.0,3,0.75,2,0.0,4
172,26,26,1,3,0.0,2,0.25,3,1.0,2
418,60,66,1,3,0.75,3,0.75,3,0.0,4
302,63,45,2,1,1.0,3,0.75,3,0.0,5
301,34,42,2,3,0.5,3,1.0,3,0.0,5
315,9,59,1,2,0.75,3,1.0,3,0.0,4
130,25,36,2,3,0.5,2,0.5,3,0.0,2
368,34,42,1,3,0.75,3,1.0,2,0.0,3
228,22,33,2,3,1.0,3,0.75,5,1.0,5
227,17,22,1,2,0.5,2,0.5,2,0.0,3
268,43,28,1,1,0.25,3,0.25,3,0.0,1
365,29,37,2,1,0.5,3,0.5,3,1.0,3
281,35,60,1,1,0.25,3,0.5,5,1.0,2
32,66,4,2,3,0.75,2,0.5,2,0.0,5
232,39,14,1,1,0.75,3,0.5,3,0.0,5
74,36,64,1,3,0.25,3,0.5,2,0.0,2
302,63,45,2,3,1.0,3,0.75,3,0.0,5
365,36,64,2,1,0.0,3,0.0,3,1.0,2
255,58,1,2,3,0.75,2,0.5,2,0.0,4
323,9,59,2,2,1.0,3,0.75,3,0.0,5
322,46,35,1,1,0.75,3,0.5,3,0.0,5
376,63,45,2,1,1.0,3,0.75,3,0.0,5
7,30,20,1,1,0.5,3,0.0,3,0.0,1
423,13,34,1,2,1.0,3,1.0,3,1.0,4
126,34,42,1,1,0.25,3,0.25,3,0.0,2
14,43,28,2,1,0.0,3,0.0,3,0.0,1
32,55,29,2,3,0.75,2,0.75,2,0.0,4
60,43,28,1,3,0.5,1,0.5,5,1.0,3
317,33,50,1,1,0.5,3,0.5,5,1.0,5
310,30,20,2,3,0.5,3,0.5,2,0.0,2
352,20,12,1,1,0.25,3,0.25,2,0.0,2
296,63,45,1,3,0.25,3,0.75,3,1.0,2
232,68,2,1,1,0.5,3,0.75,3,0.0,4
214,55,29,1,3,0.25,3,0.25,2,0.0,1
349,21,10,1,1,0.75,3,0.5,3,1.0,2
281,34,42,1,1,0.5,3,0.75,5,1.0,2
14,36,64,2,1,0.0,3,0.0,3,0.0,1
285,48,30,1,1,1.0,3,1.0,2,0.0,5
50,48,30,1,1,0.25,3,0.25,2,0.0,3
41,22,33,1,1,0.25,3,0.0,3,0.0,1
1,35,60,1,3,0.5,3,0.75,2,0.0,4
397,67,47,2,3,0.25,2,0.25,2,0.0,1
405,0,17,1,2,0.25,2,0.25,3,0.0,2
334,49,21,1,3,0.5,3,0.75,3,0.0,3
435,31,9,2,1,0.75,3,0.75,2,0.0,5
308,3,38,1,2,0.5,2,0.5,2,0.0,4
238,41,7,1,1,0.5,3,0.5,3,0.0,4
126,61,25,1,1,0.75,3,0.75,3,0.0,4
282,43,28,2,1,0.25,3,0.0,2,0.0,1
16,20,12,2,3,0.75,3,0.75,2,0.0,5
334,27,49,1,3,1.0,3,1.0,3,0.0,4
384,68,2,1,3,0.5,1,0.75,3,0.0,4
129,24,46,1,3,0.75,2,0.5,5,1.0,4
201,21,10,1,1,0.0,3,0.0,1,1.0,1
142,68,2,1,1,1.0,3,0.5,3,0.0,5
301,53,19,2,1,0.25,3,0.25,3,0.0,3
214,48,30,1,3,0.25,3,0.25,2,0.0,1
324,21,10,1,3,0.75,3,0.5,2,0.0,5
7,40,3,1,1,0.5,3,0.75,3,0.0,4
212,37,27,2,3,0.5,2,0.5,3,0.0,4
303,4,41,1,2,0.75,3,0.75,3,0.0,4
34,69,65,2,1,1.0,3,0.5,3,0.0,4
154,46,35,1,1,0.75,3,0.75,3,1.0,3
62,26,26,2,1,0.25,3,0.25,3,1.0,2
52,55,29,1,1,1.0,3,0.5,3,0.0,5
388,38,57,1,1,0.25,3,0.5,1,0.0,2
124,63,45,1,1,0.5,3,1.0,3,1.0,5
5,17,22,1,2,0.75,2,0.75,2,0.0,4
166,25,36,1,1,0.75,3,0.5,3,0.0,5
299,37,27,1,1,0.5,3,0.5,2,1.0,3
216,28,39,1,1,0.5,3,0.5,2,0.0,2
265,57,67,1,1,0.75,3,0.25,3,0.0,5
392,8,44,2,2,0.75,3,0.75,3,0.0,5
300,54,55,1,3,0.75,3,1.0,2,0.0,5
34,30,20,2,1,0.0,3,0.25,3,0.0,2
317,35,60,1,1,0.0,3,0.5,5,1.0,1
42,69,65,2,1,0.75,3,0.75,2,0.0,4
152,4,41,1,2,0.25,2,0.5,3,0.0,1
442,43,28,1,1,0.5,3,0.75,3,0.0,2
136,67,47,1,3,0.0,3,0.25,2,0.0,1
62,46,35,1,3,1.0,3,0.75,3,1.0,5
187,62,63,1,3,1.0,3,0.75,3,0.0,5
183,9,59,1,2,1.0,3,0.5,3,0.0,5
323,18,53,2,2,0.0,3,0.5,3,0.0,1
128,35,60,1,3,0.75,3,0.5,2,0.0,3
10,62,63,1,3,0.5,3,0.5,3,0.0,3
156,21,10,2,1,0.5,3,0.75,2,0.0,4
346,23,62,1,1,0.75,3,0.5,2,1.0,2
88,0,17,2,2,1.0,3,0.75,2,0.0,4
445,19,51,2,2,0.5,3,0.5,5,1.0,3
244,46,35,1,1,1.0,3,0.5,1,0.0,4
99,33,50,1,1,0.25,3,0.25,3,0.0,2
274,50,61,2,3,0.75,3,0.5,2,0.0,5
344,35,60,1,1,0.75,3,0.75,3,0.0,2
311,32,16,2,1,1.0,3,0.5,3,0.0,4
265,49,21,1,1,0.75,3,0.25,3,0.0,5
279,28,39,1,3,0.5,3,0.5,2,0.0,2
176,23,62,1,3,0.5,3,0.5,3,0.0,5
435,23,62,2,1,0.0,3,0.5,2,0.0,2
320,17,22,1,2,0.5,2,0.25,3,0.0,2
383,41,7,1,1,0.75,3,0.75,3,0.0,3
346,31,9,1,3,0.5,3,0.5,2,1.0,4
272,63,45,1,3,0.0,3,0.25,2,0.0,1
365,58,1,2,1,0.0,3,0.0,3,1.0,1
378,32,16,2,1,0.75,3,0.75,3,0.0,5
187,30,20,1,3,0.0,3,0.25,3,0.0,2
78,36,64,2,1,0.0,3,0.0,1,1.0,1
391,20,12,2,3,0.75,2,0.75,3,0.0,5
149,28,39,2,3,0.25,3,0.75,3,0.0,1
54,20,12,1,1,1.0,3,0.75,3,0.0,4
96,58,1,1,1,0.75,3,0.75,1,1.0,5
7,68,2,1,1,0.75,3,0.75,3,0.0,5
453,24,46,1,1,1.0,3,1.0,2,0.0,4
160,11,43,1,2,0.25,3,0.0,3,1.0,2
27,26,26,2,3,0.75,3,0.5,3,0.0,2
37,22,33,1,1,0.75,3,0.5,3,0.0,4
116,28,39,1,1,0.25,3,0.5,2,0.0,2
92,46,35,2,3,0.75,2,0.75,2,0.0,5
117,23,62,1,3,0.75,2,0.75,3,0.0,4
183,18,53,1,2,0.25,3,0.25,3,0.0,2
128,37,27,1,3,0.5,3,0.5,2,0.0,3
313,65,70,2,1,0.5,3,0.25,3,0.0,5
88,12,56,2,2,0.75,3,0.75,2,0.0,5
365,55,29,2,1,0.0,3,0.0,3,1.0,1
414,40,3,2,1,0.75,3,0.5,2,0.0,2
449,48,30,1,1,0.75,3,0.75,3,0.0,5
95,0,17,1,2,1.0,2,1.0,2,0.0,5
197,4,41,1,2,0.75,2,0.75,2,0.0,5
435,22,33,2,1,0.5,3,0.5,2,0.0,4
32,61,25,2,3,0.25,2,0.25,2,0.0,2
108,58,1,1,3,0.0,3,0.0,1,1.0,3
118,35,60,1,3,0.25,3,0.0,3,1.0,2
395,68,2,1,3,0.75,3,0.5,2,0.0,4
190,15,54,2,2,0.25,3,0.5,3,0.0,3
143,35,60,1,3,1.0,3,0.75,3,1.0,5
400,59,69,1,3,0.5,1,1.0,3,1.0,2
105,32,16,1,3,0.75,3,0.75,3,0.0,4
278,61,25,2,3,0.0,2,0.5,2,0.0,3
400,37,27,1,3,0.75,1,1.0,3,1.0,5
373,45,68,1,1,0.75,3,0.75,3,1.0,4
328,24,46,1,1,0.25,3,0.5,2,0.0,3
408,67,47,2,1,1.0,3,0.5,2,0.0,4
414,28,39,2,1,0.75,3,0.75,2,0.0,2
363,54,55,1,1,0.25,3,0.5,2,0.0,1
275,12,56,1,2,0.0,3,0.0,2,0.0,1
420,35,60,1,1,0.25,3,0.25,3,0.0,1
280,0,17,2,2,1.0,3,0.75,2,0.0,5
421,38,57,2,3,0.0,3,0.75,2,0.0,2
314,37,27,2,1,0.25,3,0.5,2,0.0,3
41,24,46,2,3,0.75,3,0.5,3,0.0,1
393,54,55,1,1,0.75,3,0.75,2,0.0,4
376,20,12,2,1,0.25,3,0.25,3,0.0,3
241,24,46,1,3,1.0,3,1.0,2,0.0,5
369,16,52,1,2,0.5,2,0.25,2,0.0,2
157,33,50,1,3,0.5,2,0.0,2,0.0,2
272,23,62,1,3,0.75,3,0.75,2,0.0,4
12,21,10,1,1,0.25,3,0.25,3,0.0,2
243,27,49,2,1,0.5,3,0.5,3,0.0,4
205,8,44,1,2,0.75,2,0.5,2,0.0,5
115,30,20,1,1,1.0,3,0.75,1,1.0,5
68,24,46,1,1,0.5,3,0.25,2,0.0,3
25,68,2,2,1,0.5,3,0.75,2,0.0,4
327,6,11,1,2,0.5,2,0.0,2,0.0,4
395,52,6,1,1,0.5,3,0.5,2,0.0,1
2,53,19,1,1,1.0,3,0.75,3,0.0,5
134,11,43,1,2,0.75,2,0.5,3,0.0,5
262,58,1,1,1,0.5,3,0.5,2,1.0,3
296,68,2,1,1,1.0,3,0.75,3,1.0,4
431,22,33,2,1,0.0,3,0.25,3,0.0,1
78,37,27,2,1,0.5,3,0.0,1,1.0,3
220,63,45,1,3,0.75,2,0.75,3,0.0,4
92,55,29,2,3,0.75,2,0.75,2,0.0,5
277,56,18,2,3,0.0,2,0.0,3,1.0,1
305,20,12,1,3,0.5,3,0.25,3,1.0,2
229,38,57,1,1,1.0,3,0.75,3,0.0,5
47,26,26,2,3,0.25,3,0.25,3,0.0,2
199,68,2,1,1,0.75,3,0.75,5,1.0,5
341,27,49,2,1,0.75,3,0.5,2,0.0,5
443,29,37,1,3,0.5,1,0.5,2,0.0,4
149,24,46,2,3,0.75,3,0.75,3,0.0,4
308,4,41,1,2,0.75,2,0.75,2,0.0,4
422,44,40,2,3,0.75,3,0.25,3,0.0,2
333,13,34,1,2,0.75,2,0.5,3,1.0,5
393,67,47,2,3,0.25,3,0.75,2,0.0,3
144,28,39,1,1,0.0,3,0.25,2,0.0,2
414,57,67,2,1,0.75,3,0.75,2,0.0,5
278,37,27,2,3,0.75,2,0.0,2,0.0,5
367,17,22,1,2,0.5,3,0.5,3,0.0,3
144,48,30,1,1,1.0,3,0.5,2,0.0,4
157,28,39,1,3,0.25,2,1.0,2,0.0,2
406,69,65,1,1,0.5,3,0.5,2,0.0,1
365,22,33,1,3,0.0,3,0.0,3,1.0,1
23,29,37,2,3,0.75,2,0.5,3,1.0,5
229,28,39,1,3,1.0,3,0.75,3,0.0,2
96,60,66,1,1,0.0,3,0.25,1,1.0,2
414,61,25,1,3,1.0,3,1.0,2,0.0,5
232,35,60,1,1,0.5,3,0.25,3,0.0,2
410,1,48,2,2,0.25,3,0.5,4,0.0,2
282,48,30,2,1,0.75,3,0.75,2,0.0,4
233,39,14,2,1,1.0,3,1.0,3,0.0,4
103,26,26,2,1,0.25,3,0.25,3,1.0,2
274,44,40,2,3,0.0,3,0.0,2,0.0,1
26,24,46,1,1,0.75,3,0.5,2,0.0,5
29,39,14,2,1,0.0,3,0.0,2,0.0,1
22,66,4,2,3,0.5,3,0.75,3,1.0,4
365,63,45,2,1,0.0,3,0.0,3,1.0,1
1,37,27,2,1,0.75,3,1.0,2,0.0,3
283,3,38,1,2,0.25,3,0.0,2,0.0,2
440,39,14,2,3,0.75,2,0.5,3,0.0,4
359,26,26,1,1,0.25,3,0.25,2,1.0,1
271,27,49,1,1,0.5,3,0.0,3,0.0,2
432,29,37,2,3,1.0,3,0.75,3,0.0,5
310,7,24,2,2,0.75,3,0.75,2,0.0,4
360,38,57,1,1,0.5,3,0.75,2,0.0,4
246,42,13,2,1,1.0,3,0.25,3,0.0,5
252,16,52,1,2,0.25,2,0.25,3,0.0,2
302,67,47,2,3,0.25,3,0.25,3,0.0,1
201,43,28,1,1,0.0,3,0.0,1,1.0,1
338,51,15,2,3,1.0,2,0.5,2,0.0,5
186,39,14,1,3,1.0,2,0.5,5,1.0,4
195,20,12,1,1,0.25,3,0.25,3,0.0,2
325,32,16,2,3,0.25,3,0.25,2,0.0,2
244,29,37,1,1,0.25,3,0.0,1,0.0,1
356,63,45,1,1,0.25,3,1.0,3,0.0,2
296,13,34,1,2,1.0,3,1.0,3,1.0,5
157,29,37,1,3,1.0,2,0.5,2,0.0,5
433,68,2,1,1,1.0,3,0.75,3,0.0,5
408,60,66,2,1,0.25,3,0.75,2,0.0,2
65,24,46,1,1,0.75,3,1.0,3,0.0,3
102,21,10,1,3,0.5,3,1.0,3,0.0,3
220,52,6,1,3,0.5,2,0.5,3,0.0,1
176,51,15,1,1,0.5,3,0.75,3,0.0,1
